yyyyq,Index,D3,D12,E3,E12,b/m,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx
19132,8.12,NaN,0.480,NaN,0.665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0112578364,-0.0000350253,NaN,NaN,0.0039264648,NaN,NaN,NaN,NaN
19133,8.53,NaN,0.480,NaN,0.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0120664420,0.0203964141,NaN,NaN,0.0017884620,NaN,NaN,NaN,NaN
19134,8.04,NaN,0.480,NaN,0.630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0113754978,0.0066556255,NaN,NaN,0.0022497441,NaN,NaN,NaN,NaN
19141,8.32,NaN,0.465,NaN,0.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0079256371,-0.0133444305,NaN,NaN,0.0018045436,NaN,NaN,NaN,NaN
19142,8.13,NaN,0.450,NaN,0.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073810415,0.0032692945,NaN,NaN,0.0020328921,NaN,NaN,NaN,NaN
19143,7.68,NaN,0.435,NaN,0.548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0117937026,0.0267002701,NaN,NaN,0.0051771146,NaN,NaN,NaN,NaN
19144,7.35,NaN,0.420,NaN,0.520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0109190879,-0.0065681146,NaN,NaN,0.0025860082,NaN,NaN,NaN,NaN
19151,7.57,NaN,0.423,NaN,0.610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070129302,-0.0198132575,NaN,NaN,0.0030638977,NaN,NaN,NaN,NaN
19152,8.04,NaN,0.425,NaN,0.700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070497728,0.0167168118,NaN,NaN,0.0083038583,NaN,NaN,NaN,NaN
19153,8.66,NaN,0.428,NaN,0.790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0063355633,0.0032949000,NaN,NaN,0.0040026971,NaN,NaN,NaN,NaN
19154,9.48,NaN,0.430,NaN,0.880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057758727,0.0196611811,NaN,NaN,0.0037344900,NaN,NaN,NaN,NaN
19161,9.17,NaN,0.463,NaN,1.042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058200702,0.0192617692,NaN,NaN,0.0033064025,NaN,NaN,NaN,NaN
19162,9.36,NaN,0.495,NaN,1.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0061882526,0.0251875016,NaN,NaN,0.0039973558,NaN,NaN,NaN,NaN
19163,9.68,NaN,0.528,NaN,1.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070791739,0.0306199250,NaN,NaN,0.0023023755,NaN,NaN,NaN,NaN
19164,9.80,NaN,0.560,NaN,1.530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0068656760,0.0356795091,NaN,NaN,0.0082263404,NaN,NaN,NaN,NaN
19171,9.31,NaN,0.593,NaN,1.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075870946,0.0401163571,NaN,NaN,0.0074765776,NaN,NaN,NaN,NaN
19172,9.04,NaN,0.625,NaN,1.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0093163317,0.0764950960,NaN,NaN,0.0042861745,NaN,NaN,NaN,NaN
19173,8.12,NaN,0.658,NaN,1.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0097135916,0.0228588378,NaN,NaN,0.0052443622,NaN,NaN,NaN,NaN
19174,6.80,NaN,0.690,NaN,1.280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0109417357,0.0325094391,NaN,NaN,0.0185544533,NaN,NaN,NaN,NaN
19181,7.28,NaN,0.660,NaN,1.208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0115372129,0.0241437221,NaN,NaN,0.0046963656,NaN,NaN,NaN,NaN
19182,7.45,NaN,0.630,NaN,1.135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0119341527,0.0495729943,NaN,NaN,0.0031474527,NaN,NaN,NaN,NaN
19183,7.54,NaN,0.600,NaN,1.063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0120443990,0.0672524775,NaN,NaN,0.0020524224,NaN,NaN,NaN,NaN
19184,7.90,NaN,0.570,NaN,0.990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0120149962,0.0484371024,NaN,NaN,0.0054650172,NaN,NaN,NaN,NaN
19191,8.12,NaN,0.560,NaN,0.975,NaN,NaN,0.0539,0.0715,0.0473,NaN,NaN,0.0105667343,-0.0084281674,NaN,NaN,0.0025711081,NaN,NaN,NaN,NaN
19192,9.21,NaN,0.550,NaN,0.960,NaN,NaN,0.0540,0.0704,0.0469,NaN,NaN,0.0109196762,0.0344230841,NaN,NaN,0.0047630487,NaN,NaN,NaN,NaN
19193,9.01,NaN,0.540,NaN,0.945,NaN,NaN,0.0560,0.0727,0.0473,NaN,NaN,0.0108461540,0.0507299750,NaN,NaN,0.0087699001,NaN,NaN,NaN,NaN
19194,8.92,NaN,0.530,NaN,0.930,NaN,NaN,0.0573,0.0777,0.0490,NaN,NaN,0.0112651908,0.0631084754,NaN,NaN,0.0084367354,NaN,NaN,NaN,NaN
19201,8.67,NaN,0.525,NaN,0.898,NaN,0.0475,0.0592,0.0797,0.0509,NaN,NaN,0.0114364923,0.0420093734,NaN,NaN,0.0106596114,NaN,NaN,NaN,NaN
19202,7.92,NaN,0.520,NaN,0.865,NaN,0.0575,0.0638,0.0839,0.0554,NaN,NaN,0.0137185425,0.0602458041,NaN,NaN,0.0074117879,NaN,NaN,NaN,NaN
19203,7.87,NaN,0.515,NaN,0.833,NaN,0.0581,0.0622,0.0814,0.0543,NaN,NaN,0.0145065367,-0.0434762020,NaN,NaN,0.0042797975,NaN,NaN,NaN,NaN
19204,6.81,NaN,0.510,NaN,0.800,NaN,0.0588,0.0626,0.0856,0.0540,NaN,NaN,0.0144484804,-0.0336084235,NaN,NaN,0.0110566028,NaN,NaN,NaN,NaN
19211,6.88,NaN,0.498,NaN,0.673,0.6362196410,0.0538,0.0608,0.0855,0.0527,NaN,NaN,0.0135941272,-0.0558389305,NaN,NaN,0.0040824925,NaN,NaN,NaN,NaN
19212,6.55,NaN,0.485,NaN,0.545,0.7041636231,0.0499,0.0618,0.0856,0.0527,NaN,NaN,0.0127644643,-0.0367619558,NaN,NaN,0.0068394918,NaN,NaN,NaN,NaN
19213,6.61,NaN,0.473,NaN,0.418,0.6781091728,0.0475,0.0593,0.0834,0.0512,NaN,NaN,0.0117270443,-0.0057554250,NaN,NaN,0.0055698277,NaN,NaN,NaN,NaN
19214,7.31,NaN,0.460,NaN,0.290,0.5965346535,0.0390,0.0550,0.0761,0.0447,NaN,NaN,0.0100996304,-0.0133679495,NaN,NaN,0.0025273083,NaN,NaN,NaN,NaN
19221,7.74,NaN,0.473,NaN,0.390,0.5210555867,0.0355,0.0523,0.0745,0.0441,NaN,NaN,0.0093686666,-0.0350456402,NaN,NaN,0.0023685855,NaN,NaN,NaN,NaN
19222,8.45,NaN,0.485,NaN,0.490,0.4993005488,0.0325,0.0508,0.0697,0.0424,NaN,NaN,0.0080807734,0.0019980000,NaN,NaN,0.0036409452,NaN,NaN,NaN,NaN
19223,9.06,NaN,0.498,NaN,0.590,0.4777594728,0.0334,0.0493,0.0675,0.0419,NaN,NaN,0.0080475220,-0.0060421134,NaN,NaN,0.0038166273,NaN,NaN,NaN,NaN
19224,8.78,NaN,0.510,NaN,0.690,0.4726494856,0.0365,0.0508,0.0702,0.0432,NaN,NaN,0.0091693056,0.0140220672,NaN,NaN,0.0048869431,NaN,NaN,NaN,NaN
19231,9.43,NaN,0.515,NaN,0.763,0.5020920502,0.0412,0.0513,0.0709,0.0438,NaN,NaN,0.0095098612,-0.0019980625,NaN,NaN,0.0016169294,NaN,NaN,NaN,NaN
19232,8.34,NaN,0.520,NaN,0.835,0.5837104072,0.0384,0.0515,0.0721,0.0434,NaN,NaN,0.0099169096,0.0118772781,NaN,NaN,0.0067035477,NaN,NaN,NaN,NaN
19233,8.15,NaN,0.525,NaN,0.908,0.5865636012,0.0401,0.0512,0.0738,0.0436,NaN,NaN,0.0098006364,0.0116920151,NaN,NaN,0.0045638956,NaN,NaN,NaN,NaN
19234,8.55,NaN,0.530,NaN,0.980,0.5402010050,0.0388,0.0509,0.0738,0.0435,NaN,NaN,0.0100165700,0.0038722413,NaN,NaN,0.0028125338,NaN,NaN,NaN,NaN
19241,8.70,NaN,0.535,NaN,0.968,0.5945597248,0.0357,0.0510,0.0708,0.0428,NaN,NaN,0.0090446754,-0.0116093194,NaN,NaN,0.0030429277,NaN,NaN,NaN,NaN
19242,8.63,NaN,0.540,NaN,0.955,0.5738300301,0.0244,0.0499,0.0682,0.0398,NaN,NaN,0.0067504910,-0.0039139000,NaN,NaN,0.0025947196,NaN,NaN,NaN,NaN
19243,9.25,NaN,0.545,NaN,0.943,0.5360604886,0.0214,0.0495,0.0673,0.0392,NaN,NaN,0.0049625476,0.0039100477,NaN,NaN,0.0019409779,NaN,NaN,NaN,NaN
19244,10.16,NaN,0.550,NaN,0.930,0.4588830802,0.0257,0.0495,0.0646,0.0396,NaN,NaN,0.0062933880,0.0097484364,NaN,NaN,0.0031429364,NaN,NaN,NaN,NaN
19251,10.39,NaN,0.563,NaN,1.010,0.5224839400,0.0278,0.0491,0.0636,0.0396,NaN,NaN,0.0066675788,-0.0000112384,NaN,NaN,0.0050629977,NaN,NaN,NaN,NaN
19252,10.80,NaN,0.575,NaN,1.090,0.4656133120,0.0286,0.0483,0.0618,0.0379,NaN,NaN,0.0069669011,0.0134634782,NaN,NaN,0.0021081359,NaN,NaN,NaN,NaN
19253,11.51,NaN,0.588,NaN,1.170,0.4252056322,0.0317,0.0487,0.0620,0.0385,NaN,NaN,0.0076901306,0.0094466232,NaN,NaN,0.0023776814,NaN,NaN,NaN,NaN
19254,12.46,NaN,0.600,NaN,1.250,0.3893782714,0.0351,0.0485,0.0615,0.0380,NaN,NaN,0.0088951291,0.0149581149,NaN,NaN,0.0039796906,NaN,NaN,NaN,NaN
19261,11.46,NaN,0.623,NaN,1.248,0.4940908444,0.0314,0.0479,0.0605,0.0371,NaN,NaN,0.0081638564,-0.0093336178,0.0243697065,0.0202309522,0.0083790085,NaN,NaN,-0.0905560500,-0.1010906785
19262,12.32,NaN,0.645,NaN,1.245,0.4534762154,0.0293,0.0472,0.0580,0.0368,NaN,NaN,0.0076402526,-0.0038467260,0.0128448804,0.0145483371,0.0032821799,NaN,NaN,0.1115527425,0.0962016586
19263,13.40,NaN,0.668,NaN,1.242,0.4387129401,0.0342,0.0472,0.0579,0.0372,NaN,NaN,0.0081555545,-0.0095112296,0.0042015200,0.0158827930,0.0030480328,NaN,NaN,0.0858661667,0.0745734151
19264,13.49,NaN,0.690,NaN,1.240,0.4414758270,0.0307,0.0468,0.0568,0.0354,NaN,0.0757883722,0.0083217356,0.0076046027,0.0343688330,0.0211418396,0.0037766488,NaN,NaN,0.0220851785,0.0063947802
19271,13.93,NaN,0.710,NaN,1.208,0.4697651174,0.0320,0.0462,0.0554,0.0331,NaN,0.0565577214,0.0080890832,-0.0208674852,0.0420800598,0.0209427107,0.0020001326,NaN,NaN,0.0506954107,0.0379754978
19272,14.77,NaN,0.730,NaN,1.175,0.4523852494,0.0307,0.0458,0.0555,0.0334,NaN,0.0580269530,0.0081472404,0.0172986307,0.0034228276,0.0087128440,0.0021685508,NaN,NaN,0.0559014829,0.0426838435
19273,17.14,NaN,0.750,NaN,1.143,0.3805860620,0.0268,0.0454,0.0542,0.0330,NaN,0.0872706179,0.0069419451,-0.0191909189,0.0144607484,0.0236306671,0.0032092553,NaN,NaN,0.1773079136,0.1645968038
19274,17.66,NaN,0.770,NaN,1.110,0.3746885899,0.0317,0.0446,0.0532,0.0316,NaN,0.0693646698,0.0077316919,0.0019138379,0.0270378414,0.0192212943,0.0038954253,NaN,NaN,0.0396769510,0.0264186333
19281,19.13,NaN,0.790,NaN,1.177,0.3632548380,0.0327,0.0446,0.0532,0.0317,NaN,0.0440866852,0.0082469868,-0.0116318206,0.0069891912,0.0136573853,0.0032900328,NaN,NaN,0.0844222497,0.0737500031
19282,19.19,NaN,0.810,NaN,1.245,0.3702999477,0.0392,0.0457,0.0555,0.0326,NaN,0.0397888542,0.0095181985,-0.0000492724,-0.0040301174,-0.0087955338,0.0078625421,NaN,NaN,0.0119954069,0.0005723061
19283,21.37,NaN,0.830,NaN,1.312,0.3281658101,0.0457,0.0461,0.0559,0.0346,NaN,0.0124546281,0.0108553016,0.0097333550,-0.0183064338,0.0103135751,0.0040219519,NaN,NaN,0.1049042851,0.0955129081
19284,24.35,NaN,0.850,NaN,1.380,0.2596666667,0.0426,0.0461,0.0560,0.0340,NaN,0.0311730078,0.0109964437,-0.0077482769,0.0165111819,0.0131093490,0.0067764761,NaN,NaN,0.1460634976,0.1337657733
19291,25.53,NaN,0.880,NaN,1.438,0.2723004695,0.0460,0.0470,0.0579,0.0377,NaN,0.0640094893,0.0113534754,-0.0078086818,-0.0386050547,-0.0014507222,0.0089117526,NaN,NaN,0.0522967052,0.0436655944
19292,27.62,NaN,0.910,NaN,1.495,0.2535805819,0.0480,0.0477,0.0594,0.0367,NaN,0.0917481897,0.0122167387,0.0058609638,0.0219738995,0.0017790707,0.0091126026,NaN,NaN,0.0928350044,0.0832728951
19293,30.16,NaN,0.940,NaN,1.552,0.2448682487,0.0458,0.0480,0.0612,0.0375,NaN,0.1202212356,0.0115029146,0.0116618608,-0.0007091800,0.0074176136,0.0085878604,NaN,NaN,0.0952313988,0.0871473550
19294,21.45,NaN,0.970,NaN,1.610,0.3384578236,0.0303,0.0467,0.0595,0.0340,NaN,0.1633504828,0.0090443632,-0.0077407542,0.0532434765,0.0247922077,0.1067661727,NaN,NaN,-0.2664081418,-0.2753741116
19301,25.14,NaN,0.973,NaN,1.450,0.3191191891,0.0295,0.0462,0.0573,0.0335,NaN,0.1280635195,0.0080724211,-0.0136509399,0.0154856197,0.0271238462,0.0050344378,NaN,NaN,0.1651778115,0.1539812263
19302,20.46,NaN,0.975,NaN,1.290,0.4033754529,0.0189,0.0457,0.0578,0.0328,NaN,0.1298093865,0.0060769605,-0.0059692999,0.0174403766,0.0253035067,0.0234792493,NaN,NaN,-0.1757167729,-0.1841906920
19303,18.59,NaN,0.978,NaN,1.130,0.4455832113,0.0177,0.0442,0.0565,0.0324,NaN,0.0989803952,0.0042719395,-0.0140223443,0.0121392327,0.0302843425,0.0136534853,NaN,NaN,-0.0792613251,-0.0897564025
19304,15.34,NaN,0.980,NaN,0.970,0.5547454126,0.0148,0.0452,0.0671,0.0330,NaN,0.1207625256,0.0038475098,-0.0283206866,0.0006606971,-0.0048442217,0.0296369366,NaN,NaN,-0.1669328489,-0.1787314875
19311,16.69,NaN,0.940,NaN,0.880,0.5291250870,0.0138,0.0439,0.0644,0.0332,NaN,0.0976112287,0.0030650825,-0.0354273533,0.0066586404,0.0368940776,0.0121936759,NaN,NaN,0.0951540590,0.0813994075
19312,14.83,NaN,0.900,NaN,0.790,0.6072712745,0.0055,0.0436,0.0736,0.0319,NaN,0.0816993726,0.0024321893,-0.0280341580,0.0236339899,0.0254947669,0.0359995190,NaN,NaN,-0.1023472091,-0.1156414859
19313,9.71,NaN,0.860,NaN,0.700,0.9440016561,0.0045,0.0455,0.0807,0.0353,NaN,0.0562526274,0.0010664768,-0.0088446617,-0.0310205984,0.0049972713,0.0328647457,NaN,NaN,-0.3358140307,-0.3454194715
19314,8.12,NaN,0.820,NaN,0.610,1.1707317073,0.0241,0.0532,0.1042,0.0407,NaN,0.0021137183,0.0048958967,-0.0268509981,-0.0517205398,-0.0815548316,0.0713236502,NaN,NaN,-0.1675926913,-0.1860666009
19321,7.31,NaN,0.740,NaN,0.560,1.1858624454,0.0225,0.0498,0.0883,0.0370,NaN,-0.0067617774,0.0059524144,-0.0392201737,0.0429597072,0.0056957659,0.0550040961,NaN,NaN,-0.0906414628,-0.1064333656
19322,4.43,NaN,0.660,NaN,0.510,2.0284780579,0.0034,0.0541,0.1100,0.0347,NaN,-0.0343569574,0.0014661656,-0.0287256759,0.0472274991,-0.0079819405,0.0712982260,NaN,NaN,-0.3893983723,-0.4030126866
19323,8.08,NaN,0.580,NaN,0.460,1.2143655674,0.0003,0.0470,0.0761,0.0319,NaN,0.0005168085,0.0003249761,-0.0172443540,0.0543903923,0.0796349131,0.0965187211,NaN,NaN,0.8991376054,0.8774606961
19324,6.89,NaN,0.500,NaN,0.410,1.4420843014,0.0004,0.0459,0.0842,0.0315,NaN,-0.0015007409,0.0000499994,-0.0225347690,0.0146141387,0.0288591009,0.0635675028,NaN,NaN,-0.1383883676,-0.1516966371
19331,5.85,NaN,0.485,NaN,0.418,1.4765342960,0.0134,0.0468,0.0891,0.0321,NaN,-0.0183178503,0.0011827086,-0.0385305463,-0.0017922438,0.0042370242,0.0574285206,NaN,NaN,-0.1343943007,-0.1472190294
19332,10.91,NaN,0.470,NaN,0.425,0.8335031588,0.0007,0.0446,0.0707,0.0306,NaN,0.0021687537,0.0006748988,0.0105470712,0.0321380552,0.0686674866,0.0616492174,NaN,NaN,0.8963723511,0.8806583058
19333,9.83,NaN,0.455,NaN,0.433,0.8679966044,0.0004,0.0436,0.0727,0.0308,NaN,0.0018918703,0.0001999869,0.0389038627,0.0049987128,0.0241139604,0.0573200773,NaN,NaN,-0.0919587908,-0.0985494786
19334,10.10,NaN,0.440,NaN,0.440,0.8290260464,0.0029,0.0450,0.0775,0.0336,NaN,0.0127651112,0.0004999512,-0.0050633000,-0.0348947422,0.0042636906,0.0410578941,NaN,NaN,0.0375277695,0.0282021504
19341,10.75,NaN,0.443,NaN,0.453,0.8025122121,0.0024,0.0413,0.0626,0.0307,NaN,0.0152053881,0.0013163333,0.0126487137,0.0543781309,0.0601358466,0.0189664451,NaN,NaN,0.0838434319,0.0746676996
19342,9.81,NaN,0.445,NaN,0.465,0.8407310705,0.0015,0.0393,0.0606,0.0289,NaN,0.0118338247,0.0003833088,0.0024967871,0.0327383559,0.0356015989,0.0145690418,NaN,NaN,-0.0813077922,-0.0888018304
19343,9.10,NaN,0.448,NaN,0.478,0.8703643637,0.0021,0.0396,0.0657,0.0310,NaN,0.0243442157,0.0004582977,0.0173857835,-0.0223326309,0.0032646153,0.0219710659,NaN,NaN,-0.0685459600,-0.0791996917
19344,9.50,NaN,0.450,NaN,0.490,0.7737408689,0.0023,0.0381,0.0623,0.0293,NaN,0.0191934218,0.0006249346,-0.0123182719,0.0334133742,0.0335662190,0.0086470299,NaN,NaN,0.0513703200,0.0411867522
19351,8.47,NaN,0.450,0.180,0.730,0.8007541179,0.0015,0.0367,0.0620,0.0274,NaN,0.0122340430,0.0004499658,0.0197593331,0.0317804665,0.0399501493,0.0088300614,NaN,NaN,-0.1069685836,-0.1170294296
19352,10.23,NaN,0.440,0.190,0.810,0.6818181818,0.0015,0.0361,0.0577,0.0270,NaN,0.0192189515,0.0003749766,0.0023773731,0.0113747957,0.0268200468,0.0089712564,NaN,NaN,0.2172602173,0.2062238038
19353,11.59,NaN,0.440,0.150,0.760,0.6117343845,0.0020,0.0359,0.0553,0.0282,NaN,0.0091799833,0.0004249694,-0.0000237959,-0.0078690651,0.0068533800,0.0076762331,NaN,NaN,0.1421078579,0.1321969589
19354,13.43,NaN,0.470,0.240,0.760,0.5599111913,0.0015,0.0344,0.0530,0.0276,NaN,0.0116817600,0.0004249694,0.0072845399,0.0141558427,0.0195213505,0.0090063468,NaN,NaN,0.1732955936,0.1614927634
19361,14.92,NaN,0.500,0.210,0.790,0.5276960471,0.0020,0.0329,0.0486,0.0275,NaN,0.0117930538,0.0004999583,-0.0096852349,0.0243891822,0.0219561631,0.0087933238,NaN,NaN,0.1241970423,0.1157376850
19362,14.84,NaN,0.550,0.280,0.880,0.5231783880,0.0020,0.0324,0.0490,0.0273,NaN,0.0196119624,0.0004999583,0.0097088000,0.0096297794,0.0148646053,0.0100725476,NaN,NaN,0.0028308048,-0.0068321909
19363,16.01,NaN,0.610,0.210,0.940,0.4915981409,0.0016,0.0318,0.0462,0.0268,NaN,0.0209437900,0.0004249694,0.0144521301,0.0140133835,0.0145596794,0.0051980883,NaN,NaN,0.0939706681,0.0837836654
19364,17.18,NaN,0.720,0.320,1.020,0.4585881045,0.0012,0.0310,0.0453,0.0255,NaN,0.0206408202,0.0002999849,-0.0023838000,0.0249925267,0.0144406772,0.0064884100,NaN,NaN,0.0835608173,0.0670158052
19371,17.92,NaN,0.750,0.300,1.110,0.4586663806,0.0038,0.0332,0.0468,0.0285,NaN,0.0319683188,0.0005832654,0.0166526533,-0.0341107505,-0.0135858341,0.0059608077,NaN,NaN,0.0528124225,0.0460590627
19372,15.40,NaN,0.840,0.340,1.170,0.5049610206,0.0036,0.0328,0.0493,0.0285,NaN,0.0288855726,0.0011081211,0.0117122960,0.0074040728,0.0161845842,0.0118753021,0.0042059432,NaN,-0.1352141069,-0.1448116010
19373,13.76,NaN,0.770,0.260,1.220,0.5531474413,0.0031,0.0328,0.0516,0.0284,NaN,0.0317751564,0.0007332436,0.0161852148,0.0077711342,0.0046988534,0.0205374951,0.0033385337,NaN,-0.1032058533,-0.1130856565
19374,10.55,NaN,0.800,0.230,1.130,0.7074886223,0.0011,0.0321,0.0573,0.0273,NaN,0.0241759710,0.0003333124,-0.0137352276,0.0221538106,0.0202349708,0.0599027977,0.0028331217,NaN,-0.2167569772,-0.2371077677
19381,8.50,NaN,0.780,0.140,0.970,0.8923698838,0.0008,0.0322,0.0630,0.0273,NaN,0.0257642302,0.0002166588,-0.0232882542,0.0071892003,-0.0039379931,0.0316013761,0.0029648264,NaN,-0.1952042719,-0.2035489076
19382,11.56,NaN,0.740,0.140,0.770,0.6595458620,0.0005,0.0326,0.0625,0.0259,NaN,0.0131013714,0.0001583288,-0.0000223549,0.0259025970,0.0244545311,0.0372820078,0.0060859031,NaN,0.3753199753,0.3600954125
19383,12.24,NaN,0.660,0.110,0.620,0.6242488512,0.0008,0.0321,0.0565,0.0259,NaN,0.0066653055,0.0001749948,-0.0000056022,0.0065094600,0.0156385533,0.0283008125,0.0061280147,NaN,0.0650582435,0.0572093266
19384,13.21,NaN,0.510,0.250,0.640,0.5720393884,0.0003,0.0308,0.0527,0.0252,NaN,0.0091546531,0.0000999983,-0.0047562555,0.0145327069,0.0240727011,0.0109403317,0.0041669638,NaN,0.0976343394,0.0860569663
19391,10.98,NaN,0.520,0.210,0.710,0.6606492718,0.0003,0.0299,0.0489,0.0237,NaN,0.0018130880,0.0000749991,-0.0119303305,0.0266215400,0.0108330310,0.0184045642,0.0027148950,NaN,-0.1643322963,-0.1721644231
19392,10.86,NaN,0.530,0.190,0.760,0.6667687361,0.0003,0.0292,0.0491,0.0221,NaN,0.0024447501,0.0000749991,-0.0024125000,0.0263232052,0.0148710198,0.0156937046,0.0041623590,NaN,-0.0039173235,-0.0150147333
19393,13.02,NaN,0.560,0.160,0.810,0.5800479489,0.0014,0.0325,0.0500,0.0278,NaN,0.0024794438,0.0001916584,0.0191393000,-0.0630351514,-0.0253746357,0.0256926588,0.0070891874,NaN,0.2256380654,0.2136144143
19394,12.49,NaN,0.620,0.340,0.900,0.5807053804,0.0004,0.0294,0.0492,0.0226,NaN,0.0051547468,0.0001166644,-0.0095012240,0.0732032309,0.0398351704,0.0038853764,0.0060740339,NaN,-0.0305051955,-0.0465580807
19401,12.25,NaN,0.630,0.300,0.990,0.6479598753,0.0002,0.0284,0.0480,0.0215,NaN,0.0083713072,0.0000416664,0.0023609923,0.0187130288,0.0119446404,0.0025332129,0.0050460313,NaN,-0.0101921416,-0.0200770662
19402,9.98,NaN,0.650,0.240,1.040,0.7832213665,0.0010,0.0296,0.0511,0.0227,NaN,0.0084187766,0.0001499951,0.0047675689,-0.0083543700,0.0006828238,0.0291917865,0.0035129471,NaN,-0.1714737317,-0.1855285415
19403,10.66,NaN,0.670,0.200,1.080,0.7207478890,0.0005,0.0282,0.0466,0.0215,NaN,0.0100719120,0.0001166644,-0.0023837690,0.0191027202,0.0120272435,0.0075613311,0.0044783699,NaN,0.0854966578,0.0707817869
19404,10.58,NaN,0.670,0.310,1.050,0.7290475101,0.0002,0.0271,0.0445,0.0194,NaN,0.0106237847,0.0000499996,0.0047506000,0.0305220958,0.0089050390,0.0078649317,0.0042619728,NaN,0.0142288040,-0.0065066941
19411,9.96,NaN,0.680,0.310,1.060,0.8042698827,0.0011,0.0280,0.0438,0.0206,NaN,0.0078536231,0.0001416618,0.0047281000,-0.0087143459,-0.0010022808,0.0059333133,0.0018550226,NaN,-0.0411538322,-0.0543885448
19412,9.85,NaN,0.690,0.270,1.090,0.8015267176,0.0012,0.0277,0.0431,0.0191,NaN,0.0067224033,0.0002749873,0.0351338425,0.0223380199,0.0191184708,0.0045070171,0.0022238989,NaN,0.0070581362,-0.0114591308
